antibody_id,combined_hydrophobic_area,vh_hydrophobic_surface_area,vl_min_cys_spacing,vh_min_cys_spacing,vl_hydrophobic_surface_area,vl_avg_cys_spacing,vh_avg_cys_spacing,vh_turn_formers_count,vh_helix_formers_count,vl_turn_formers_count,vl_charge_separation,vl_flexible_residues_count,vh_surface_polar_count,vh_core_size,vh_hydrophobic_core_count,vh_flexible_residues_count,combined_net_charge,vl_helix_formers_count,vh_charge_separation,vl_surface_polar_count,vh_sheet_formers_count,vl_max_cys_spacing,vl_sheet_formers_count,cdr_total_net_charge,vh_net_charge,vl_sheet_breakers_count,vl_helix_breakers_count,vl_high_curvature_regions,vl_thermal_stability_sum,vh_high_curvature_regions,vh_sheet_breakers_count,vh_helix_breakers_count,vl_hydrophobic_core_count,vl_core_size,vl_net_charge,vh_thermal_stability_sum,vh_vl_charge_balance,vh_negative_charge_count,cdr_negative_charge_total,vh_positive_charge_count,vh_thermal_motif_balance,cdr_heavy_vs_light_charge_gap,vl_estimated_tm_contribution,vh_rigid_residues_count,vl_positive_charge_count,vl_negative_charge_count,cdr_positive_charge_total,vh_estimated_tm_contribution,vh_absolute_charge,vl_absolute_charge,cdr_h3_net_charge,vl_rigid_residues_count,cdr_charge_symmetry_ratio,cdr_l2_hydrophobicity_mean,full_aromatic_stacking_count,vh_thermolabile_GG_count,cdr_h2_net_charge,vh_thermal_motif_ratio,vh_flexibility_ratio,cdr_l1_net_charge,cdr_h3_negative_charge_count,vl_thermal_motif_balance,cdr_l2_net_charge,vl_aa_diversity,cdr_h2_negative_charge_count,vh_vhh_vhh_stable_YY,vh_thermostable_YY_count,cdr_l3_hydrophobicity_mean,cdr_h2_hydrophobicity_mean,vl_flexibility_ratio,vh_vhh_vhh_stable_DY,vh_thermostable_DY_count,cdr_h3_positive_charge_count,vh_max_cys_spacing,cdr_l3_net_charge,cdr_l1_negative_charge_count,cdr_h1_net_charge,cdr_l2_positive_charge_count,vh_max_hydrophobic_patch,cdr_max_hydrophobicity_mean,cdr_h2_positive_charge_count,vl_thermolabile_GG_count,vl_thermal_motif_ratio,cdr_l1_hydrophobicity_mean,cdr_l2_negative_charge_count,cdr_min_hydrophobicity_mean,vh_aa_diversity,HIC_delta_G_ML,PR_CHO,AC-SINS_pH7.4_nmol/mg,Tm2_DSF_degC,Titer_g/L
GDPa1-087,234.4,123.0,65.0,74.0,111.4,65.0,74.0,33.0,36.0,35.0,35.69642857142857,38.0,61.0,41.0,41.0,39.0,0.0,27.0,42.91666666666666,51.0,40.0,65.0,30.0,-5.0,-1.0,16.0,16.0,16.0,-7.800000000000002,15.0,15.0,15.0,33.0,33.0,1.0,-8.2,2.0,12.0,6.0,12.0,4.0,1.0,79.15887850467288,9.0,8.0,7.0,1.0,81.02362204724409,1.0,1.0,-2.5,7.0,0.2,-0.5,4.0,0.0,0.0,4.0,3.9,0.0,3.0,0.0,-2.0,18.0,-0.0,2.0,2.0,-0.9222222222222224,-0.4375,4.75,1.0,1.0,0.5,74.0,0.0,-0.0,-0.5,0.0,2.0,0.8,0.0,1.0,0.5,0.8,2.0,-1.1153846153846154,20.0,3.05,0.095335544,0.0,,154.29
GDPa1-088,237.8,128.1,65.0,74.0,109.7,65.0,74.0,31.0,32.0,34.0,38.41666666666666,35.0,50.0,42.0,42.0,34.0,8.0,30.0,33.828125,50.0,43.0,65.0,30.0,4.0,7.0,17.0,17.0,17.0,-7.6,16.0,16.0,16.0,34.0,34.0,1.0,-4.700000000000001,6.0,8.0,3.0,16.0,1.0,2.0,81.66666666666667,7.0,9.0,8.0,7.0,82.03389830508473,7.0,1.0,0.5,10.0,0.5,-1.45,3.0,1.0,1.0,1.0,4.25,0.0,1.0,0.0,0.0,18.0,1.0,2.0,2.0,-1.788888888888889,-1.275,3.1818181818181817,0.0,0.0,1.5,74.0,1.0,-0.0,1.5,1.0,4.0,0.325,2.0,1.0,0.5,0.325,1.0,-1.788888888888889,20.0,2.555,,20.625,83.695,253.14
GDPa1-089,245.2,139.1,65.0,76.0,106.1,65.0,76.0,33.0,36.0,32.0,41.54285714285714,35.0,52.0,46.0,46.0,37.0,1.5,28.0,30.05454545454545,49.0,41.0,65.0,33.0,1.0,-1.5,16.0,16.0,16.0,-6.1000000000000005,14.0,14.0,14.0,31.0,31.0,3.0,-3.200000000000001,4.5,11.0,3.0,10.0,0.0,5.0,79.53271028037383,6.0,10.0,7.0,4.0,81.96721311475409,1.5,3.0,-1.0,8.0,5.0,-1.4500000000000002,3.0,2.0,-1.0,0.75,5.285714285714286,2.0,1.0,1.0,1.0,18.0,2.0,1.0,1.0,-1.6444444444444446,-0.95,3.888888888888889,1.0,1.0,0.0,76.0,0.0,-0.0,0.0,1.0,3.0,0.2846153846153846,1.0,0.0,1.0,-0.4375,-0.0,-1.6444444444444446,20.0,3.585,,1.125,79.5,83.83
GDPa1-090,247.5,144.2,66.0,74.0,103.3,66.0,74.0,32.0,30.0,34.0,37.901234567901234,35.0,54.0,44.0,44.0,39.0,-1.0,30.0,41.077777777777776,50.0,41.0,66.0,29.0,-3.0,-1.0,19.0,19.0,19.0,-9.900000000000002,14.0,14.0,14.0,31.0,31.0,0.0,-4.300000000000001,1.0,10.0,4.0,9.0,2.0,3.0,80.0,6.0,9.0,9.0,1.0,81.16666666666667,1.0,0.0,-2.0,9.0,1.0,-1.0,2.0,1.0,-1.0,1.5,5.571428571428571,0.0,2.0,1.0,1.0,17.0,1.0,1.0,1.0,-0.6000000000000001,2.325,3.5,1.0,1.0,0.0,74.0,-1.0,-0.0,0.0,1.0,3.0,2.325,0.0,0.0,1.0,0.0,-0.0,-1.0,19.0,3.0700000000000003,0.10072325,0.5,76.32,139.45
GDPa1-091,243.9,132.5,65.0,74.0,111.4,65.0,74.0,36.0,29.0,35.0,35.69642857142857,38.0,56.0,42.0,42.0,39.0,2.0,27.0,36.25874125874126,51.0,44.0,65.0,30.0,-1.0,1.0,16.0,16.0,16.0,-7.800000000000002,14.0,14.0,14.0,33.0,33.0,1.0,-5.0,0.0,11.0,4.0,13.0,1.0,3.0,79.15887850467288,6.0,8.0,7.0,3.0,80.2439024390244,1.0,1.0,-1.5,7.0,3.0,-0.5,4.0,2.0,1.5,1.0,5.571428571428571,0.0,2.0,0.0,-2.0,18.0,-0.0,1.0,1.0,-0.9222222222222224,-0.2249999999999999,4.75,2.0,2.0,0.5,74.0,0.0,-0.0,1.0,0.0,3.0,0.8,1.5,1.0,0.5,0.8,2.0,-0.9222222222222224,20.0,2.5700000000000003,0.422753927,15.125,,249.63
GDPa1-092,215.7,118.2,65.0,74.0,97.5,65.0,74.0,30.0,33.0,34.0,40.15909090909091,37.0,54.0,39.0,39.0,39.0,4.5,25.0,35.44444444444444,52.0,39.0,65.0,30.0,-0.5,2.0,18.0,18.0,18.0,-11.300000000000002,15.0,15.0,15.0,28.0,28.0,2.5,-6.4,0.5,9.0,4.0,11.0,3.0,1.5,78.03738317757009,6.0,11.0,8.0,3.5,79.5798319327731,2.0,2.5,-1.0,8.0,1.5,-1.2833333333333334,3.0,0.0,0.0,3.0,5.571428571428571,1.0,1.0,1.0,0.5,20.0,1.0,1.0,1.0,-1.022222222222222,-0.7999999999999998,4.111111111111111,1.0,1.0,0.0,74.0,-1.0,1.0,0.0,0.5,2.0,-0.1923076923076922,1.0,1.0,1.0,-1.0750000000000002,-0.0,-1.2833333333333334,19.0,2.975,0.547019385,3.625,75.95,236.63
GDPa1-093,244.6,137.8,67.0,75.0,106.8,67.0,75.0,46.0,21.0,37.0,32.72222222222222,41.0,55.0,42.0,42.0,49.0,-0.5,26.0,39.785714285714285,52.0,45.0,67.0,29.0,0.0,1.0,19.0,19.0,19.0,-12.399999999999997,21.0,21.0,21.0,31.0,31.0,-1.5,-9.3,2.5,7.0,4.0,8.0,2.0,2.0,77.63636363636363,11.0,8.0,9.0,4.0,80.70866141732283,1.0,1.5,1.0,7.0,2.0,-2.033333333333333,5.0,2.0,0.0,1.3333333333333333,4.083333333333333,-1.0,1.0,0.0,1.0,19.0,-0.0,2.0,2.0,-0.8777777777777778,-0.7000000000000001,5.125,0.0,0.0,2.0,75.0,-1.0,1.0,0.0,2.0,3.0,0.2000000000000001,0.0,2.0,0.6666666666666666,-0.2,1.0,-2.033333333333333,19.0,3.4000000000000004,0.185274751,-0.375,,179.14
GDPa1-094,234.2,118.2,70.0,74.0,116.0,70.0,74.0,41.0,26.0,38.0,36.94444444444444,37.0,58.0,38.0,38.0,46.0,3.5,24.0,34.20779220779221,51.0,36.0,70.0,36.0,-1.0,3.5,20.0,20.0,20.0,-11.4,17.0,17.0,17.0,33.0,33.0,0.0,-9.7,3.5,7.0,3.0,11.0,1.0,2.0,80.53571428571429,11.0,10.0,9.0,2.0,80.58823529411765,3.5,0.0,-1.0,10.0,2.0,1.85,3.0,1.0,-0.5,1.0,3.8333333333333335,0.5,2.0,0.0,0.0,20.0,1.0,1.0,1.0,0.1111111111111111,-0.775,3.363636363636364,0.0,0.0,1.0,74.0,0.0,-0.0,0.0,0.0,3.0,1.85,0.5,0.0,0.5,-0.5750000000000001,-0.0,-0.775,20.0,2.585,0.412450006,4.0,85.775,203.48
GDPa1-095,243.5,127.4,66.0,74.0,116.1,66.0,74.0,38.0,33.0,33.0,41.017857142857146,36.0,56.0,41.0,41.0,44.0,6.5,28.0,38.98214285714285,49.0,40.0,66.0,32.0,5.5,5.5,16.0,16.0,16.0,-5.6,18.0,18.0,18.0,35.0,35.0,1.0,-7.699999999999999,4.5,8.0,0.0,14.0,0.0,3.5,80.74074074074075,6.0,8.0,7.0,5.5,78.88888888888889,5.5,1.0,3.5,8.0,0.6363636363636364,-1.0,4.0,2.0,1.0,0.75,6.285714285714286,0.0,-0.0,1.0,1.0,19.0,-0.0,2.0,2.0,0.8111111111111111,-0.5375000000000001,4.0,0.0,0.0,3.5,74.0,0.0,-0.0,0.0,1.0,3.0,0.8111111111111111,1.0,0.0,1.0,5.551115123125783e-17,-0.0,-1.6076923076923078,20.0,2.465,0.25869783,1.0,82.995,313.39
GDPa1-096,238.7,114.3,70.0,76.0,124.4,70.0,76.0,34.0,28.0,38.0,39.11111111111112,36.0,55.0,36.0,36.0,39.0,1.5,25.0,32.93846153846154,51.0,41.0,70.0,36.0,4.0,2.0,19.0,19.0,19.0,-9.4,15.0,15.0,15.0,35.0,35.0,-0.5,-7.799999999999999,2.5,10.0,1.0,13.0,2.0,1.0,81.42857142857142,7.0,9.0,9.0,5.0,79.23076923076923,2.0,0.5,0.5,10.0,0.25,0.6333333333333333,7.0,2.0,2.0,1.3333333333333333,4.875,1.5,1.0,0.0,0.0,20.0,-0.0,2.0,2.0,0.2555555555555555,-1.15,3.272727272727273,1.0,1.0,1.5,76.0,0.0,-0.0,0.0,0.0,3.0,0.6333333333333333,2.0,0.0,0.5,-0.6250000000000001,-0.0,-1.4538461538461538,20.0,2.54,0.0,-0.875,82.015,134.81
GDPa1-097,219.8,111.7,69.0,74.0,108.1,69.0,74.0,35.0,28.0,33.0,41.02222222222223,38.0,55.0,35.0,35.0,40.0,1.5,29.0,34.93333333333333,56.0,37.0,69.0,31.0,-2.5,0.5,16.0,16.0,16.0,-9.800000000000002,15.0,15.0,15.0,33.0,33.0,1.0,-8.700000000000003,0.5,9.0,4.0,10.0,-1.0,1.5,79.36936936936937,9.0,10.0,9.0,1.5,79.82758620689656,0.5,1.0,0.0,8.0,0.6,1.9666666666666668,4.0,1.0,0.0,0.6,4.0,-2.0,-0.0,0.0,0.0,19.0,-0.0,1.0,1.0,-1.7666666666666666,-0.5875,4.222222222222222,1.0,1.0,0.0,74.0,0.0,2.0,-0.5,0.0,2.0,1.9666666666666668,0.0,0.0,0.5,-0.5875,-0.0,-1.7666666666666666,20.0,3.395,0.100133516,1.0,75.19,294.08
GDPa1-098,233.7,124.7,65.0,75.0,109.0,65.0,75.0,38.0,26.0,29.0,39.20779220779221,37.0,58.0,40.0,40.0,42.0,5.0,26.0,31.383838383838384,55.0,38.0,65.0,34.0,0.0,1.5,12.0,12.0,12.0,-6.4,17.0,17.0,17.0,32.0,32.0,3.5,-8.799999999999999,2.0,9.0,5.0,11.0,1.0,3.0,77.85046728971963,12.0,11.0,7.0,5.0,82.33333333333334,1.5,3.5,0.0,5.0,3.0,-1.0166666666666666,5.0,0.0,-1.5,1.0,3.230769230769231,-1.0,2.0,2.0,1.5,20.0,2.0,0.0,0.0,-0.1666666666666667,-0.7625000000000001,6.166666666666667,0.0,0.0,2.0,75.0,1.0,1.0,0.0,1.5,3.0,0.4199999999999999,0.5,0.0,2.0,-0.6375,-0.0,-1.4769230769230766,20.0,2.4800000000000004,0.244954629,-0.375,,151.52
GDPa1-099,250.8,138.1,65.0,74.0,112.7,65.0,74.0,37.0,29.0,28.0,37.96666666666667,34.0,52.0,46.0,46.0,41.0,4.0,30.0,40.26373626373626,54.0,40.0,65.0,32.0,2.0,5.0,13.0,13.0,13.0,-6.4,18.0,18.0,18.0,33.0,33.0,-1.0,-4.7,6.0,7.0,3.0,13.0,-2.0,2.0,79.90654205607476,9.0,9.0,10.0,5.0,82.89256198347107,5.0,1.0,0.0,7.0,1.0,-0.4666666666666666,3.0,2.0,0.0,0.4,4.1,0.0,1.0,1.0,1.0,18.0,-0.0,0.0,0.0,-2.488888888888889,0.625,4.25,1.0,1.0,1.0,74.0,-1.0,-0.0,2.0,1.0,3.0,0.625,0.0,0.0,1.0,0.0625,-0.0,-2.488888888888889,20.0,2.545,0.329230689,2.0,83.57,301.96
GDPa1-100,237.4,130.0,65.0,74.0,107.4,65.0,74.0,33.0,28.0,30.0,41.04166666666666,37.0,56.0,40.0,40.0,41.0,4.5,25.0,37.17142857142857,54.0,41.0,65.0,33.0,0.5,3.5,13.0,13.0,13.0,-7.5,13.0,13.0,13.0,33.0,33.0,1.0,-4.799999999999998,2.5,10.0,2.0,14.0,0.0,1.5,78.78504672897196,3.0,9.0,8.0,2.5,78.0672268907563,3.5,1.0,0.5,6.0,1.5,-1.5166666666666666,5.0,3.0,-1.0,0.8,10.25,0.0,1.0,-1.0,1.0,19.0,1.0,2.0,2.0,-1.9,-0.0374999999999999,5.285714285714286,1.0,1.0,1.5,74.0,0.0,-0.0,0.0,1.0,5.0,1.05,0.0,1.0,0.0,1.05,-0.0,-1.9,20.0,2.525,,-1.375,82.82,78.27
GDPa1-101,221.9,115.1,65.0,75.0,106.8,65.0,75.0,40.0,21.0,33.0,40.267857142857146,36.0,56.0,35.0,35.0,47.0,4.0,30.0,36.91111111111111,51.0,42.0,65.0,31.0,0.0,3.0,16.0,16.0,16.0,-7.800000000000002,15.0,15.0,15.0,34.0,34.0,1.0,-5.699999999999999,2.0,5.0,2.0,9.0,4.0,0.0,81.4814814814815,9.0,8.0,7.0,2.0,78.40336134453781,3.0,1.0,0.0,10.0,0.0,-0.4666666666666666,5.0,1.0,0.0,2.5,4.7,-1.0,1.0,0.0,1.0,19.0,-0.0,3.0,3.0,-2.2555555555555555,-0.225,3.272727272727273,1.0,1.0,1.0,75.0,0.0,1.0,0.0,1.0,2.0,-0.2,0.0,0.0,0.5,-0.3249999999999999,-0.0,-2.2555555555555555,19.0,3.8,0.175959627,19.125,,339.78
GDPa1-102,238.6,129.9,65.0,74.0,108.7,65.0,74.0,37.0,33.0,33.0,38.41666666666666,33.0,54.0,43.0,43.0,41.0,4.5,29.0,33.75213675213675,49.0,42.0,65.0,31.0,1.5,3.5,17.0,17.0,17.0,-6.7,17.0,17.0,17.0,34.0,34.0,1.0,-7.200000000000001,2.5,9.0,3.0,13.0,0.0,0.5,82.5925925925926,5.0,9.0,8.0,4.5,79.52380952380952,3.5,1.0,0.0,11.0,0.3333333333333333,-1.45,4.0,2.0,0.0,0.8,6.833333333333333,0.0,1.0,1.0,0.0,18.0,1.0,3.0,3.0,-1.9,-1.5375,2.75,0.0,0.0,1.0,74.0,1.0,-0.0,0.5,1.0,4.0,0.73,1.0,0.0,1.0,0.2625,1.0,-1.9,20.0,3.175,0.106092792,8.0,,296.49
GDPa1-103,224.3,113.3,68.0,74.0,111.0,68.0,74.0,36.0,28.0,42.0,31.982142857142858,44.0,52.0,38.0,38.0,37.0,3.5,22.0,39.60227272727273,50.0,41.0,68.0,31.0,-2.0,3.0,22.0,22.0,22.0,-13.1,16.0,16.0,16.0,32.0,32.0,0.5,-6.9,2.5,8.0,4.0,11.0,3.0,0.0,78.46846846846847,11.0,8.0,7.0,2.0,82.30769230769229,3.0,0.5,0.0,9.0,0.0,-0.8999999999999999,3.0,0.0,-1.0,3.0,3.083333333333333,-1.0,1.0,1.0,1.0,19.0,1.0,2.0,2.0,0.0555555555555555,-0.9625,4.4,0.0,0.0,1.0,74.0,-1.0,1.0,0.0,1.0,2.0,0.0555555555555555,0.0,1.0,1.0,-0.775,-0.0,-0.9625,19.0,3.17,0.424076572,16.0,83.935,291.91
GDPa1-104,244.3,128.8,66.0,77.0,115.5,66.0,77.0,40.0,29.0,33.0,39.71875,34.0,59.0,40.0,40.0,42.0,5.0,28.0,33.78787878787879,49.0,41.0,66.0,33.0,4.0,5.0,17.0,17.0,17.0,-6.000000000000001,16.0,16.0,16.0,34.0,34.0,0.0,-7.2,5.0,6.0,2.0,11.0,4.0,4.0,81.2962962962963,12.0,8.0,8.0,6.0,81.93548387096774,5.0,0.0,2.0,9.0,1.0,-1.4333333333333331,4.0,0.0,3.0,4.0,3.230769230769231,-1.0,-0.0,1.0,1.0,17.0,-0.0,2.0,2.0,-0.2666666666666667,-1.525,3.4,0.0,0.0,2.0,77.0,0.0,1.0,-1.0,1.0,3.0,0.6250000000000001,3.0,0.0,1.0,0.6250000000000001,-0.0,-1.525,18.0,3.17,,27.0,77.09,110.8
GDPa1-105,215.3,107.5,71.0,74.0,107.8,71.0,74.0,31.0,33.0,32.0,41.15555555555556,37.0,59.0,36.0,36.0,39.0,0.5,28.0,34.0,56.0,37.0,71.0,36.0,-0.5,-0.5,13.0,13.0,13.0,-8.1,15.0,15.0,15.0,32.0,32.0,1.0,-9.5,1.5,12.0,3.0,12.0,2.0,2.5,78.03571428571429,8.0,10.0,9.0,2.5,79.34426229508196,0.5,1.0,-1.0,6.0,2.5,0.8833333333333333,4.0,0.0,-1.0,1.5,4.333333333333333,0.0,2.0,1.0,1.0,19.0,1.0,1.0,1.0,0.2,-1.25,5.285714285714286,1.0,1.0,1.0,74.0,0.0,-0.0,0.5,1.0,2.0,0.8833333333333333,0.0,1.0,1.0,-0.3750000000000001,-0.0,-1.25,20.0,3.01,0.100680937,-0.5,77.58,120.09
GDPa1-106,234.3,128.2,66.0,74.0,106.1,66.0,74.0,35.0,34.0,36.0,37.65277777777778,38.0,55.0,42.0,42.0,40.0,3.0,28.0,34.77142857142857,50.0,43.0,66.0,30.0,2.0,2.0,19.0,19.0,19.0,-9.7,16.0,16.0,16.0,31.0,31.0,1.0,-6.000000000000001,1.0,10.0,2.0,14.0,2.0,0.0,78.88888888888889,5.0,9.0,8.0,4.0,79.36507936507937,2.0,1.0,0.5,8.0,0.0,-1.0,6.0,1.0,0.0,1.3333333333333333,6.666666666666667,0.0,1.0,0.0,1.0,17.0,1.0,3.0,3.0,-0.6222222222222222,-1.225,4.222222222222222,0.0,0.0,1.5,74.0,0.0,-0.0,0.5,1.0,4.0,0.2399999999999999,1.0,1.0,0.5,5.551115123125783e-17,-0.0,-1.225,20.0,3.28,,4.5,81.52,46.59
GDPa1-107,210.4,112.3,65.0,74.0,98.1,65.0,74.0,33.0,33.0,35.0,40.7,40.0,56.0,37.0,37.0,40.0,7.0,26.0,38.583333333333336,56.0,37.0,65.0,29.0,0.0,3.5,15.0,15.0,15.0,-10.8,17.0,16.0,16.0,28.0,28.0,3.5,-8.100000000000001,0.0,8.0,2.0,12.0,3.0,1.0,76.98113207547169,7.0,10.0,6.0,2.0,79.16666666666667,3.5,3.5,-1.0,7.0,1.0,-1.8166666666666664,4.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,20.0,-0.0,2.0,2.0,-0.4333333333333333,-1.1375,5.0,1.0,1.0,0.0,74.0,0.5,-0.0,0.5,0.0,2.0,0.0846153846153845,0.0,0.0,1.0,-0.925,-0.0,-1.8166666666666664,20.0,2.795,0.221780214,0.125,84.3,301.96
GDPa1-108,233.2,123.5,65.0,73.0,109.7,65.0,73.0,40.0,30.0,33.0,38.125,35.0,52.0,41.0,41.0,44.0,3.5,30.0,39.407407407407405,50.0,40.0,65.0,30.0,-0.5,2.5,16.0,16.0,16.0,-7.000000000000001,20.0,20.0,20.0,34.0,34.0,1.0,-8.700000000000003,1.5,9.0,4.0,12.0,2.0,2.5,81.21495327102804,7.0,9.0,8.0,3.5,79.51612903225806,2.5,1.0,0.0,9.0,2.5,-1.45,5.0,2.0,-1.0,1.3333333333333333,5.5,0.0,1.0,0.0,0.0,18.0,1.0,3.0,3.0,-1.688888888888889,0.8375000000000001,3.5,0.0,0.0,1.0,73.0,1.0,-0.0,-0.5,1.0,3.0,0.8375000000000001,0.0,1.0,0.5,0.325,1.0,-1.688888888888889,20.0,2.635,0.093844553,0.125,88.57,294.08
GDPa1-109,238.0,124.3,69.0,74.0,113.7,69.0,74.0,37.0,26.0,32.0,40.0,37.0,56.0,39.0,39.0,43.0,-2.5,31.0,34.121212121212125,59.0,40.0,69.0,30.0,-5.5,1.0,15.0,15.0,15.0,-10.800000000000004,18.0,18.0,18.0,33.0,33.0,-3.5,-9.400000000000002,4.5,11.0,8.0,12.0,1.0,0.5,79.00900900900902,7.0,10.0,13.0,2.5,79.25619834710744,1.0,3.5,-1.0,7.0,0.0909090909090909,1.1999999999999995,3.0,2.0,-2.0,1.0,5.375,-2.0,2.0,0.0,-0.5,20.0,2.0,1.0,1.0,-1.7777777777777777,-0.8624999999999999,4.625,1.0,1.0,1.0,74.0,0.0,2.0,0.0,0.5,3.0,1.1999999999999995,0.0,1.0,0.5,0.3249999999999999,1.0,-1.7777777777777777,19.0,2.94,0.0,-0.375,84.31,110.8
GDPa1-110,220.5,110.5,65.0,76.0,110.0,65.0,76.0,35.0,31.0,38.0,38.22222222222222,40.0,61.0,35.0,35.0,42.0,-1.0,24.0,35.25824175824176,55.0,38.0,65.0,32.0,2.5,0.0,14.0,14.0,14.0,-8.100000000000001,14.0,14.0,14.0,32.0,32.0,-1.0,-10.0,1.0,13.0,2.0,14.0,2.0,2.5,78.41121495327103,6.0,9.0,9.0,4.5,77.66666666666666,0.0,1.0,0.0,7.0,1.0,-0.4499999999999999,3.0,2.0,2.0,1.3333333333333333,6.0,0.5,1.0,1.0,-1.0,20.0,-0.0,2.0,2.0,-1.3555555555555554,-0.6625,5.0,1.0,1.0,1.0,76.0,0.5,-0.0,0.5,0.0,3.0,0.35,2.0,0.0,1.0,0.35,1.0,-1.5923076923076922,20.0,,,,,
GDPa1-111,223.0,112.1,70.0,74.0,110.9,70.0,74.0,33.0,34.0,37.0,40.92857142857143,42.0,54.0,38.0,38.0,41.0,6.5,24.0,39.78846153846154,56.0,39.0,70.0,33.0,0.5,4.5,17.0,17.0,17.0,-9.6,17.0,17.0,17.0,31.0,31.0,2.0,-7.300000000000002,2.5,8.0,1.0,13.0,1.0,0.5,77.32142857142857,8.0,10.0,7.0,1.5,79.75206611570249,4.5,2.0,-1.0,7.0,0.5,1.15,3.0,1.0,0.0,1.0,4.555555555555555,0.0,1.0,1.0,0.0,19.0,-0.0,1.0,1.0,0.0222222222222222,-0.9375,5.25,0.0,0.0,0.0,74.0,0.0,-0.0,1.5,0.0,2.0,1.15,0.0,0.0,1.0,-0.5875,-0.0,-0.9375,20.0,2.76,0.395404549,19.625,78.41,637.93
GDPa1-112,243.1,134.4,65.0,74.0,108.7,65.0,74.0,31.0,34.0,34.0,38.41666666666666,34.0,54.0,42.0,42.0,36.0,4.5,29.0,35.98571428571429,50.0,40.0,65.0,30.0,1.5,3.5,17.0,17.0,17.0,-7.300000000000001,14.0,14.0,14.0,34.0,34.0,1.0,-4.0,2.5,10.0,4.0,14.0,1.0,0.5,82.4074074074074,5.0,9.0,8.0,5.5,80.58823529411765,3.5,1.0,-1.0,11.0,0.3333333333333333,-1.45,3.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,18.0,1.0,2.0,2.0,-1.9,-0.7000000000000002,2.833333333333333,0.0,0.0,1.0,74.0,1.0,-0.0,1.5,1.0,4.0,0.325,1.0,0.0,1.0,0.325,1.0,-1.9,20.0,2.63,0.142610545,3.125,85.035,217.56
GDPa1-113,226.0,120.9,66.0,74.0,105.1,66.0,74.0,34.0,28.0,34.0,37.65277777777778,36.0,53.0,39.0,39.0,40.0,4.5,29.0,32.5,49.0,40.0,66.0,31.0,0.5,3.5,19.0,19.0,19.0,-8.9,16.0,16.0,16.0,32.0,32.0,1.0,-6.100000000000001,2.5,8.0,2.0,12.0,2.0,1.5,80.18518518518519,7.0,9.0,8.0,2.5,80.0,3.5,1.0,-1.0,9.0,1.5,-0.4000000000000001,3.0,1.0,0.0,1.3333333333333333,5.0,0.0,1.0,1.0,1.0,17.0,1.0,2.0,2.0,-1.1444444444444446,-1.55,3.6,1.0,1.0,0.0,74.0,0.0,-0.0,0.5,1.0,3.0,0.05,1.0,0.0,1.0,0.05,-0.0,-1.55,20.0,3.22,0.102521768,7.0,77.59,296.49
GDPa1-114,214.4,104.0,65.0,74.0,110.4,65.0,74.0,33.0,32.0,29.0,38.575,33.0,56.0,35.0,35.0,40.0,1.5,26.0,34.91818181818182,50.0,36.0,65.0,34.0,-4.5,0.5,15.0,15.0,15.0,-6.3,17.0,17.0,17.0,32.0,32.0,1.0,-11.2,0.5,10.0,6.0,11.0,6.0,5.5,79.7196261682243,7.0,10.0,8.0,1.5,78.5,0.5,1.0,-2.0,7.0,1.2222222222222223,-1.15,3.0,0.0,-2.0,6.0,5.0,-1.0,2.0,0.0,1.0,19.0,2.0,2.0,2.0,-1.9444444444444444,-0.8624999999999999,4.125,3.0,3.0,0.0,74.0,0.5,1.0,-1.0,1.0,2.0,0.7375,0.0,1.0,0.5,0.7375,-0.0,-1.9444444444444444,20.0,3.185,,-0.375,84.245,42.75
GDPa1-115,245.5,128.0,70.0,74.0,117.5,70.0,74.0,35.0,33.0,38.0,36.358024691358025,38.0,53.0,40.0,40.0,38.0,2.0,23.0,32.0,52.0,38.0,70.0,35.0,-1.5,2.0,19.0,19.0,19.0,-10.4,18.0,18.0,18.0,33.0,33.0,0.0,-8.0,2.0,10.0,4.0,13.0,0.0,3.5,79.82142857142858,7.0,9.0,9.0,2.5,80.5,2.0,0.0,-2.0,9.0,2.333333333333333,2.0,2.0,2.0,-1.0,0.75,4.75,0.0,2.0,0.0,0.0,19.0,2.0,1.0,1.0,-0.0666666666666666,-1.675,3.8,1.0,1.0,0.0,74.0,1.0,-0.0,0.5,0.0,4.0,2.0,1.0,0.0,0.5,-0.3375,-0.0,-1.675,20.0,2.975,0.0,-0.375,83.61,157.0
